answer_text,certainty_rate,coverage,direct_early,evasion,event_key,forward_rate,justification_rate,question_complexity,question_text,rank,severity
"Yes. Let me start with that second one. Thanks, Doug. So in the AWS segment revenue, what we see are companies are working really hard right now to cut expenses, especially in the more challenged businesses like hospitality and travel but pretty much across the board. We're helping them. We're actively, with our sales force, looking for ways that we can help them save money. This includes things like scaling down the usage where it makes sense or benchmarking their workloads against our architectural best practices. So that's not going to help our usage growth in the short run, but it will help those customers save money. And we think that's the right thing to do, not only for their success and so they can come out of this at a better shape but also for the long-term health of our relationship with them as an AWS provider. But we're also seeing a lot of companies that are really wishing that they had made more progress on the cloud because they're seeing how companies that are on the cloud can turn into a variable cost and either scale up or scale down depending on their particular situation. They realize their on-premise infrastructure is not really flexible to go up or down. And especially in the time of sinking demand, it's a big fixed cost for them. So we expect -- we're seeing migration plans accelerate. They're certainly not going to happen overnight, but we see companies moving more in that direction. We think that will be a good long-term trend. And there's certainly winners in this area right now, things like video conferencing, gaming, remote learning and entertainment. All are seeing usage growth. And it's a bifurcated world out there. So the -- on your e-commerce adoption, I think it's hard to tell. We're super encouraged by the fact that grocery delivery has picked up, and that's been accelerated versus what we would have thought. We certainly are glad to be there for our Prime members who are shopping more frequently and buying more. We do know that there's reasons that there are other options are limited. I mean there are always retail options out there, especially to go pick up in store, but less people want to go into stores perhaps now. So we're going to have to see what is maybe a step-up in the curve and getting to a point quicker versus what are some onetime sales and things like -- hopefully, things like masks and gloves and cleaning supplies in the fullness of time become onetime purchases, but we'll see. And sorry, your last point was on new customers versus existing customers. We're seeing similar trends. We're seeing good pickup in frequency and basket size for new members in Prime as well, certainly not the same as people have been Prime members for a number of years. But it's encouraging. And as you saw, Prime growth retention has increased. We've accelerated the number of -- the growth of Prime members, both in the U.S. and internationally. So that's a good sign that we're happy about. And we hope that, that has long-term ramifications.",13.20754716981132,0.1851289833080425,0.9528301886792453,0.19898760271423255,AMZN_2020_Q2,7.547169811320755,1.8867924528301887,119.0,"Maybe I could just dive in on the normalized trends you're seeing as you exit June and get into July. You made a push into essentials and deemphasized nonessentials, as we talked about in the last earnings call. Where are we in terms of the company getting the mix between essentials versus nonessentials right in terms of offering to customers? Where are you in terms of returning to normal on next-day and 2-day shipping initiatives to drive Prime? If there was any color on the state of affairs with either of those by geo or region of the world, that would be great.",2,1.839274085996817
"Yes. This is Dave. Just to add to that, I think Prime is such a big focus, and some of the growth statements that Brian talked about at the opening of the call, whether it was strength in Prime membership and the acceleration we saw in the U.S. or worldwide or some of the usage stats like the grocery momentum or the doubling of video hours, for us, it's just another encouraging sign. We think there's still a lot more value we can add to that program. And that's not just in the United States where we've got sort of a broader set of services than some of the other regions, but really focusing on supporting in some of those other regions. And so we've got places like Australia, the Middle East. We've talked about India many times, but a lot of focus on building that out. I think what's great about a place -- all geographies with a place like India is we're really focused on digitizing the Indian sellers. A lot of micro, small and medium-sized businesses there. We launched some new features there to help support the digitization efforts with some of those brands and just a lot of work, great work being done by that team. They have some goals there around getting more sellers on board and hiring many more people as well. So a lot of focus there.",0.0,0.34549878345498786,0.9829787234042553,0.18656634052906768,AMZN_2020_Q2,0.0,0.0,192.0,"I have 2. The first one, Brian, is going back to the investments, and you're often making multiyear investments for customers and customer offerings, and you're the man behind the capital allocation plan. I guess I'd be curious to hear about can you give us some examples of areas of investment that may have been pushed out this year because of shelter in place and the higher demand that you've been seeing? So what were areas where you thought you were going to spend more at the start of the year than you actually have now in the current 2020 plan? And then the second one, the international strength, I appreciate the color on Europe and Japan. Nice to see the profitability. Maybe just talk to us sort of qualitatively about some puts and takes around your core international markets, Europe and Japan? And how to think about whether or not they could be more or less profitable than the U.S. long term?",3,1.6652969193438194
"Right. Well, we ramped up through the quarter in Q2 and ended up with 41% year-over-year growth in FX-neutral -- on an FX-neutral basis. A lot of those trends are continuing into Q3. You see our revenue range is $87 billion to $93 billion coming off of $89 billion quarter. So I would say that the -- if you look at the growth rate, that translates into somewhere in the 24% to 33% growth rate in Q3. So I can't break out exactly the Prime impact because there's -- but suffice to say, it's a big driver on why 41% growth in Q2 turns into 24% to 33% growth in Q3 on what turns out to be higher revenue volume. And then on Prime behavior, it's -- I can't really give you more on that because it is actually a very localized set of staff by country. In international, aggregate does not matter that much. And what I would say is, generally, what we're seeing is similar trends in international in response to COVID purchasing patterns. I wouldn't say it closed the gap. I said -- I would say they both went up. And we'll see how it goes from there. I think there's definitely any differences in selection or differences in shipping. There's a myriad of factors that go into a Prime member's decision to be a Prime member and to what they buy and what they use as far as our benefits that we give them. So I don't want to make too many sweeping comments on that right now.",3.8314176245210727,0.2084507042253521,0.9731800766283525,0.15288586692569212,AMZN_2020_Q2,0.0,11.494252873563218,103.0,"Great. A couple of questions. Obviously, a great cost quarter on the leverage side. Any changes in e-commerce gross margins to call out? Is scale and getting size, improving gross margins or anything on the mix shift there that's interesting? And then secondly, we talked about a lot about 1 day investment last year. Obviously, the shipping times were impacted by COVID, but are you back to kind of normal times? And where are you on the 1 day investment?",4,1.6311327405663885
"Sure, Eric. Thanks for your question. So first, on the trend. So if you remember, we exited Q1 and spoke at the end of April. We had taken a lot of steps in March and April to, first, limit the incoming nonessential products into our warehouses, and then we reversed that or eliminated that decision in mid-April. So we started to normalize on our channel mix. And I would say, as we moved into late April and early May, we expected that because a lot of the sellers can toggle between MFN or FBA sales that we would see MFN drop as FBA picked up. But to a large extent, MFN remained strong even as FBA picked up. So we had a very favorable mix, if you will, coming from March on. It started to normalize a little bit more to normal levels towards the end of the quarter, but MFN still remains high. On the product side, a lot of what we saw in March and early April was sales of consumables and groceries and safety items. And we talked a lot about the fact that, that was coming at pretty much 0 cost -- or excuse me, 0 profit when you factored in the COVID-related costs. We've got better on our cost structure, and we also resumed a more normal mix in, I'd say, early part of May. So since then, I would say it's getting closer to what we call a more normal mix. Demand is still super high. What we're seeing on -- it's driven by Prime members and Prime member engagement. They're shopping more often. They have larger basket sizes. There's still a heavy component of grocery -- online grocery sales tripled year-over-year in the quarter as we added capacity there. So well, there's shifts in the mix based on what customers want. It's looking a little more normal, and it's staying at a very high level. On 1 day, we realize that our first priority is to keep our employees safe, and the second is focus on getting our capacity increased. Once we've done that, we are working very hard to get faster shipments. And we've seen the 1-day and 2-day recover through the quarter, but it's still probably considerably behind the going in rate before any of this happen. So we'll continue to work on that. But again, first priority is definitely keeping employees safe, and second is increasing our capacity.",7.299270072992701,0.0,0.0,0.5304136253041363,AMZN_2020_Q2,2.4330900243309004,7.299270072992701,1.0,Correct.,5,0.5466755683175335
"Mark, thank you. Let me start with the COVID question. So we have -- again, our expenses in Q3 were estimated to be 2.5 -- around $2.5 billion, and we're seeing closer to $4 billion in Q4. The majority of that is due to the expansion of our operations. So things like productivity that -- there's productivity drags for things like new hire ramps, social distancing, extending break periods. Things that we can quantify that say, look, this is a change in our process that has hurt productivity. We also have costs related to -- there's more -- so those are calculated a bit. There's more direct costs around cleaning and supplies, testing. And those are the main things, I would say. So what we're trying to do by capturing these costs is to show what is, we believe, is incremental. And the intent is that these -- for our own knowledge as well that these will -- once the pandemic is over, hopefully that soon, that these should be costs that don't recur, okay? We know, though, simultaneously, there are some benefits going on right now. There's things like in Q2, we had lower marketing expense. You see that in our trends. It's starting to come back in Q3 and Q4 to more normalized levels. But certainly, everyone -- there was not a lot of requirements or need to do marketing this year, for parts of the year. We've saved nearly $1 billion in travel this year because travels ground to a halt, internal travel, travel and expenses. So there's things like that, that will resume at a later date and maybe not get to the same levels as the past, but they will be -- they won't be as artificially low as this year. So we're trying to be transparent as best we can on the cost we're seeing. We're always netting against some of the favorabilities from demand and some of those other costs that might be offsetting all, but they're not offsetting to the extent that COVID costs are sitting there. And then I will point to the fact that we are -- because we're running at such a high level and a consistently high level really in off-peak periods, we have been able to run these warehouses very efficiency -- efficiently. You have to split the discussion kind of between the cost penalty on the COVID-related issues, but then there's certainly been some favorability from running assets at more full-out condition, okay? So hopefully, that gives you some color on it. International segment profitability, yes, I would say -- and I think we discussed this a bit last quarter. We're seeing an advancement of volume and very strong volume, if you will, in -- especially in our countries in Europe and Japan, that so we may be putting away future volume onto this year's cost structure. So that is probably why you're starting to see -- that is why you're seeing profitability in international. I would say generally, we are still investing ahead of the U.S. in a lot of dimensions internationally, things like Prime benefits, things like the devices, things like international expansion. You might have seen that we just launched in Sweden yesterday. So there's a lot of competing factors going on right now internationally. But I think right -- because of the high volumes and the leverage we're seeing, particularly in places like the U.K. and Germany, that it's creating profitability ahead of schedule, if you will. But we feel good about the level of investment. That's continued, and we see that we're committed to continuing that even after the pandemic. And included in the international segment, of course, is India where we've had -- we had a very strong Prime Day, and Diwali is off to a good start. And so anyway, the third comment was on other revenue. Yes, that is essentially going to be mostly advertising, and we had a very strong advertising performance in Q3, so a continuation of the trends that we saw in Q2. We start to see advertising budgets increase from some of the contraction that has occurred earlier in Q2. And we just had a lot more traffic, and we do a good job of turning that traffic into valuable real estate for our advertisers and for our customers to get -- to find out more about selection and brand discovery. So most of that is -- it was a strong quarter in advertising, and that's what you're seeing in the other revenue line.",12.016021361815755,0.039800995024875614,0.0,0.42775229327328645,AMZN_2020_Q3,12.016021361815755,5.34045393858478,33.0,"Just on how you think about 2021 perhaps and just CapEx build out going forward, given that you've really stepped up the investment in 2020?",1,2.5691588189360597
"Sure, Brian. Thanks for your question. So yes, the fulfillment center cost is going to be a blend of the COVID-related -- part of the COVID-related costs that I've mentioned and itemized, offset by some really strong leverage. I would say that we've been running very consistently high levels really since all of our employees were -- came back in the first or second week of May. And it's a -- some of them had been on unpaid leave. The -- so that demand is very consistent and strong and has created a lot of favorable leverage because, again, the order pattern being high and consistent is leveraging our fixed cost assets. Things like our delivery routes are more dense at high volumes so we see even transportation, some increased efficiencies. Offsetting that, again, is productivity elements that we've articulated, things like social distancing, extended breaks, other steps we're taking to keep people safe and distanced in our facilities in our delivery network.",0.0,0.26755852842809363,0.9937888198757764,0.1844672718585762,AMZN_2020_Q3,0.0,12.422360248447205,138.0,"Brian, just wanted to go back to the 4Q operating income guide. Appreciate your thoughts there. Just trying to dig a little bit deeper in terms of how you're thinking about it kind of beyond the $4 billion in COVID costs. It still feels like maybe there's some more in there that we're not thinking about, perhaps beyond the square footage increases and the incremental head count. So if you have any comments there. And just curious, I know it's early on 2021, but you've obviously done a ton of investment this year and with the 50% square footage increase, and you tend to cycle at times in terms of CapEx investment. Just how do you think about digesting that kind of build-out as you go forward?",2,1.6807164784646467
"Sure. I think some of the investment, things like grocery delivery and that capacity, are things that we would have invested in over time, and they're being matched by higher order volumes. So our intent is to continue to deliver a great grocery delivery experience for our customers. So that is a little bit of a pull forward. Yes, on -- we did expect to build out our logistics capacity a lot this year, especially as we had been -- excuse me, as we had been rolling out 1-day delivery the middle of last year. That was setting us up for a big build this year. So we pulled forward a bit from 2021 into this year to satisfy the demand. I think we have a -- the logistics team is really good at one way locking up long-term commitments on space and buildings, but on the other hand, being able to adjust the time line in or out to match capacity and demand. I think at this point, we are not trying to cut it close, and we are erring on the side of having too much demand -- or excuse me, too much capacity. And we think that's the right call. It has been this year. And we'll adjust as we get through the holiday, we'll learn a lot more. Hopefully, the pandemic -- we'll be in better shape as a country and globe in Q1 of next year, but it's very reactionary at this point. We've got to play the hand that we're dealt, and we're trying to anticipate and keep the customer insulated from any variability. But it's challenging, certainly.",11.07011070110701,0.22976501305483032,0.992619926199262,0.15499156975903963,AMZN_2020_Q3,14.760147601476016,0.0,124.0,"Two questions, please. How should we think about these $4 billion expenses in the fourth quarter, the $7 billion year-to-date? Like, do you view them more as onetime-ish or just overall increases as you build out the network? Are they structured or onetime-ish? I really want to get at that. Secondly, international segment has been nicely profitable or reasonably profitable for 2 quarters in a row. Is there some reason to think that, that's sustainable? And then, I'm sorry, a third question. The other revenue growth accelerated to 49%. Can you give any color behind that?",3,1.6455108877343878
"Yes. Thanks, Heath. I'll start with that last one. Yes, I know they're all intertwined here. So the third-party shipping, we rely on third-party shippers. We have great partnerships around the globe with third-party shippers, and we know that their capacity will be tight, as well ours. We do feel good that we've invested quite a bit in our own capacity. And you just mentioned that about half of our Ops CapEx is going to expand in transportation. A lot of the people that we're hiring are also focused on transportation. So we feel good that we've been able to develop that capability a lot this year because we've needed it, and we're going to need it in Q4. Having said that, it's going to be tight for everyone. And I think it's -- we'll all be stretched, and it's advantageous to the customer and probably to the companies for people to order early this year. But regardless of the order pattern, we're going to do our best to get the usual excellent service to our customers. On CapEx levels, again, we've grown our infrastructure -- excuse me, our fulfillment and logistics infrastructure 50% this year. We'll see again what that implies for next year. We do see continued expansion and CapEx specifically in our transportation area. So that will be the start of probably a multiyear period where we're higher on CapEx for that. But we'll see. We're -- right now, we're just focused on Q4 and giving the guidance for Q4. Your question on capacity utilization, it's been very tight this year. Certainly, we were able to fill up a lot of our -- any excess capacity in Q2 and Q3 that might have seasonally been excess. As we get into Q4 and everything stepping up, we're adding it and using it simultaneously. We had a really good test for Prime Day, and we feel good about the performance of the network, and we continue to add on top of that. So lots of excitement around the holiday, and -- but we feel we're in good shape and ready to go.",11.396011396011396,0.2964426877470355,0.9487179487179487,0.1341675393849307,AMZN_2020_Q3,11.396011396011396,2.849002849002849,162.0,"Great. Just a couple of things I want to -- kind of related. How should we think about where capacity utilization of the fulfillment infrastructure is at this point with the wave of growth that we've seen and the wave of new warehouse announcement? What kind of CapEx is going to be necessary to sort of bring you back to what you would consider normal levels that you're -- that you'd be growing from? And then there's obviously been a lot of discussion around the capacity limitations that third-party shipping networks are going to see this holiday season, given demand. How much of an issue do you see that as being -- and given your investments in your own delivery capacity, does that become a competitive advantage for you during the holiday?",4,1.6140915808094907
"Yes, great. Eric, I'll start off with the questions on advertising. So I just agree on you, I think our main priorities here with this space, and some of these probably aren't too surprising, is we're focused on making our tools easier to use. So both on the sponsored ads, sponsored brand side, updating sponsored product targeting, working on just simplifying registration for agencies and marketers, getting them set up. But we're also very focused on being smarter about servicing more relevant ads to customers, making display ads easier and then increasing usability of the Amazon demand-type platform. So we've been working on a number of those areas. And then developing new products. And a lot of that is focused around how are we serving brands from various areas, Twitch, sponsor brands, the stores, of course. So other interesting areas. So it's -- we're certainly in a unique position to be able to provide measurement services that help all these brands sort of understand the impact of other advertising in ways that are going to help them grow their business. Video, you mentioned, I think video is one that we're working hard on with some of the OTT video advertising opportunities there. I'm seeing some good momentum with that. We offer inventory in the IMDb TV ad-supported space and on some 3P apps, both on and off the Fire TV. So a lot of, I think, good momentum there and a lot of good learnings on some of those initiatives there. I probably won't say too much about what will look like next year in the future, but that gives you kind of a sense of priorities where we're spending our time and focus on.",6.993006993006993,0.2962962962962963,0.9545454545454546,0.13984718984718986,AMZN_2020_Q3,10.48951048951049,3.4965034965034967,119.0,"I have 2, Brian. Just the first one, you mentioned the fulfillment center saw good leverage in the quarter. Can you just talk to us about some of the qualitative drivers of this improvement you're seeing in fulfillment cost per fulfilled unit in the quarter and sort of year-to-date? And how to think about the durability of that over time? And then secondly, I think throughout the summer, Amazon Logistics launched the third-party delivery service in the U.K. Curious just to hear about sort of early learnings from that product and how you think about scaling that to other countries and maybe globally.",5,1.5239469069935407
"Sure, John. Let me start with the other revenue question. Yes, we saw strength in other revenue, grew 64% in Q4 versus 49% in Q3 and 41% in Q2. That is primarily advertising. That's the majority of it. I would say that there has been a recovery in advertising spend as the year progressed. The fact that we moved Prime Day into Q4 has an impact there because, again, it carried a lot of clicks and eyeballs into Q4 for that time period. But I want to highlight a lot of great work being done by the advertising team. Their main principle is to help sellers, vendors, authors, publishers and partners use our tools, navigate them as fluidly as possible and add value both for them and for our end customers who get to see and find and discover new and different products. There are some things that are adding to the efficiency of advertising. We're now using a deep learning model to show more relevant sponsored products and had success with that. We're improving the relevancy of ads shown on the product detail pages all the time. And we've seen rapid adoption of video creative format for sponsored brands. All these things help tick up the conversion and the productivity of the advertising, both for the seller or vendor involved and also for Amazon and makes it a more productive experience for the customer as well.",0.0,0.14330218068535824,0.8227848101265822,0.1552963444930794,AMZN_2020_Q4,0.0,8.438818565400844,89.0,"Brian, hoping you could talk more about the importance of AMZL, Amazon Logistics during the holiday season, if you could talk more about percentage of packages, perhaps shift from your fulfillment centers and then where this can go in coming years. And then also a quick comment on the COVID cost. You mentioned $2 billion in 1Q. Just curious how you think about it more on a full year basis, what some of the puts and takes can be there.",1,1.8231907179129745
"John, on the grocery point, yes, we've got a couple of different formats. I think there's -- the Go grocery has a couple of locations open and off to a good start, a lot of interest in those and the technology that those offer as well as the AmazonFresh location. So we're at about 8 locations open, and I think in the neighborhood of about half a dozen locations are confirmed to open. So more to come on those. There's other kind of tangents and footprints on that. The Go stores, there's around 25 of those that are out there that also important part of that is food. So you see us -- it's -- we've talked about this a bit in the past, is we're doing a lot with online grocery and branching out from Whole Foods and some of the other physical footprint locations and being able to offer that convenience, but we also think that being able to offer some innovative physical store grocery offerings like these go and fresh, some of which have some pretty cool self-checkout capabilities and implement some of the Just Walk Out technology qualities are really some interesting areas that are resonating with customers. I think they appreciate that not just in times of maybe not wanting to have physical contact with everyone in the store but just even beyond that, the general convenience of being able to move throughout the store and check out more efficiently than you otherwise would in a traditional retail environment. So excited to do more on that front.",0.0,0.3036144578313253,0.9461538461538461,0.1723401297497683,AMZN_2020_Q4,0.0,0.0,158.0,"I have 2. The first one, I'd be curious to hear about any of the learnings you had from the strength of the international business in 2020 and how you think about the right types of investments to make in that business in '21 and beyond to ensure you retain as many of these users and wallets as you've gained throughout 2020. And the second one, understanding the comments, Brian, earlier about sort of investments going forward. Maybe just talk to us a little bit about 1-day. Are these investments you're making, could they get you back to a 1-day product in later part this year or in '22 when the world normalizes? Or are these assets you're putting in place now not able to be deployed from a 1-day perspective when overall e-commerce slows down a little bit?",2,1.6831662830282077
"Yes. On that -- this is Dave. I think it's not -- I won't give a forward kind of guidance mix or what that levels off like. Some of the step-up in costs and disparity -- or the bigger gap, I should say, versus the unit growth rates that you're seeing there, there's a few factors. But I think this is Q4. We did add on a lot of new capacity as I said. It came on later in the year into Q4. More of it was in kind of that transportation arm, and so the costs associated with that would be going to that trans cost piece. So that's one of the factors, along with the fact that we're continuing to try where we can to focus on improving 1-day. And that varies region to region with all the kind of challenges of COVID that have gone on this year. But that's a goal of ours, is to get back to where we were in terms of 1-day unit mix and continue to build onto that. So that'll be something to keep an eye on as we move into 2021. Thanks for joining us on the call today and for your questions. A replay will be available on our Investor Relations website for at least 3 months. We appreciate your interest in Amazon, and we look forward to talking with you again next quarter.",8.51063829787234,0.19814241486068115,0.9702127659574468,0.14834516830248337,AMZN_2020_Q4,21.27659574468085,0.0,93.0,"Two questions. First, the other revenue line saw a significant acceleration in 4Q. Just curious if you can talk about or provide some further color on the advertiser demand that you saw in the fourth quarter. And then second, on grocery was a big driver for Amazon in 2020. Just general thoughts on grocery. And I think you mentioned in the release, 7 communities rolled out AmazonFresh grocery stores. How are they performing? And should we expect a broader rollout?",3,1.605431944046877
"Yes. And just as we talk about AMZL, Amazon Logistics, right, that we think about that, in terms of the facilities, it's a lot of the middle-mile and the last-mile elements that are under our management and control. And so you're talking about sort centers at the middle-mile delivery stations and the last mile. We talked that on a square footage basis, 2020 was a big build year for us. Our footprint grew around 50%. About half of that incremental square footage fit into that sort of AMZL transportation side of the equation, which is a higher mix than what you've seen of any incremental add in a year. It's a higher mix being 50-50 than what you've seen from us in the past. So a lot of focus on that there, both because of the desire to pre-pandemic increase the 1-day delivery capabilities for Prime members. But also, as we've moved through this year, it gets us a little bit more -- or much more certainty on being able to get items from point A to point B. So we finished the year where now more than half our packages, both U.S. and worldwide, are handled through AMZL, and a lot of work going into that. And so we'll look to expand and continue to build on that with our AMZL offerings, but as we've said in the past, our delivery partners, independent delivery partners that are out there, the UPSs, USPSs, certainly overseas carriers as well, are an important part of that, and they'll continue to help us scale that up and build up that offering and make it better.",10.79136690647482,0.23404255319148937,0.9928057553956835,0.12622684830858716,AMZN_2020_Q4,0.0,3.597122302158273,101.0,"Just wanted to dig a bit deeper into the incredible acceleration that we saw in the international business. Obviously, pandemic aside, wondering if you could help us sort of break down the pieces of what drove that, specific regions, specific initiatives that drove that level of acceleration. And then just on the AWS business, a bit more of a housekeeping question. Could you -- would you mind going through just where the backlog stands? And any material drivers of change in the math to the extent there has been any.",4,1.5092490495893123
"First on Prime Day, the -- we're not quantifying the size of it. I think there's some pretty good estimates out there that you probably can leverage. But other than to say it's contemplated in this guidance. On the timing, last year, we had intended to hold Prime Day earlier. We -- there are a number of factors, the Olympics, which are still out there this year. In fact, in some -- many areas, July is a big vacation month. So it might be better to have -- for customers, sellers and vendors to experiment with a different time period. We experimented the other way, obviously, in 2020 by moving it into October, but we believe that it might be a better timing later in Q2. So that's what we're testing this year. On Thursday Night Football, I would say just -- I'm not sure I could size the advertising opportunity right now. But we're very excited to have the exclusive content for Thursday Night Football. Of course, we've broadcast Thursday Night Football for a number of years now, shared that responsibility with a lot of other partners. We think we can do some really new and innovative things with that -- with those games, with the NFL, and we're looking forward to kicking that off in earnest.",0.0,0.23837209302325585,0.9245283018867925,0.19974111452391402,AMZN_2021_Q1,9.433962264150944,0.0,142.0,"A question on last-mile delivery. So you guys are investing pretty aggressively to build out that Amazon control last-mile fulfillment. We see the blue vans driving around everywhere in the Bay Area so congrats on that. So I guess the question is, is how long until you feel like if that's in the right place as far as all your major metros where you want to set that up. And at what stage does the unit cost of shipping start to improve from these initiatives? And I guess, high level, is controlling the last mile allowing you to further penetrate or gain market share in certain categories where speedy delivery is of the essence. Can you talk about that, please?",1,1.8439330542277261
"Yes, Brian. And then just on your question on kind of Echo and if I could take it up a level, really broadly, Alexa and devices. Our goal with that has just been -- continues to be to make customers' lives easier and really more convenient. And we want to continue to bring more hardware choices in that case, but also make Alexa smarter with new features. As we talked about before, advances in AI and machine learning, and really deliver tools that help developers and the makers of those devices build for and with Alexa, because in that community, it's not just our Echo devices, but also a variety of third-party device manufacturers. We've seen a lot of momentum with smart home capabilities and working with them. And so -- and I think with us, with so many other areas, it's about making sure we're maintaining a really high bar, and a lot of that with that type of technology is speech recognition capabilities, the intelligence behind it and getting smarter. And some of that becomes a responsibility that customers have higher and higher expectations for their capabilities, something like Alexa, and that's great. And I think if we just look back over the last 12 months and what's been going on, the role that customer usage has played with Alexa and the behavior there, you've seen, as people have been isolated or unable to be as mobile, you see customers are using Alexa to help them stay connected with loved ones. We're seeing customers using Alexa to help stay healthy. So whether that's interacting with health-related tips or fitness apps or increased usage of the Fire TV, and they're looking to Alexa for information. And so using our devices and the services and the Alexa-enabled services for things like educational apps. And then, of course, part of that, too, is making sure they stay entertained when they're trapped or cooped up and don't have other access. So I think you can just see in that example a lot of really good utility, and it just, I think, encourages our teams to strive even harder to serve customers, given when you see those types of examples and how they resonate with customers. Thanks for joining us today on the call and for your questions. A replay will be available on our Investor Relations website for at least 3 months. We appreciate your interest in Amazon, and we look forward to talking with you again next quarter.",4.784688995215311,0.25668449197860965,0.9976076555023924,0.13430340557275544,AMZN_2021_Q1,7.177033492822966,4.784688995215311,153.0,"I have 2. Brian, I wanted to ask you one high level one. You guys have done such a great job building out your network and sort of providing consumers with access to so many categories of goods. Give us a couple of examples of areas where you see room for improvement? What areas are you most focused on when you look across all the categories, delivery experience, the countries to invest in and innovate, to really improve the consumer offering? That's one. And then secondly, can you just talk to us about sort of what you've learned about the Echo journey, areas where you've had success, and still existing opportunities for Echo to have a larger installed base and just more of an impact on the ecosystem.",2,1.6172417187542985
"Yes. Just in terms of strategy, I think there's probably nothing new or surprising, but just to reiterate it, we look at Prime Video as a component of the broader Prime membership and making sure it's driving adoption and retention as it is. It's a significant acquisition channel in Prime countries. And that we look at it and see that members who watch video have higher free trial conversion rates, higher renewal rates, higher overall engagement. And there's great examples of places like Brazil, where you launch a video-only subscription, for example, that preceded the broader Prime membership with shipping components, and that was, as an example, a great way to expose people to Amazon. And as we launched the broader Prime in Brazil, it was a great mechanism to folks into that program. So a lot of, kind of different experiences there. But as the -- as Jeff's quote would indicate, a lot more people are continuing to enjoy it. And I think the studios team has done a great job, really striving to be the best home for talent, getting a lot of diverse artists and filmmakers and, I think folks are noticing that both critically, but of course, just in terms of viewership, a lot of good momentum there. Just in terms of spend, just to say we continue to expect to grow that on an absolute basis and invest in that beyond original content. Brian talked about live sports and a lot of the great opportunities that feed into that, too. So a lot of continued excitement there.",7.633587786259542,0.11501597444089456,0.9961832061068703,0.16260005365461067,AMZN_2021_Q1,3.816793893129771,3.816793893129771,66.0,"You guys clearly took some market share with delivery and grocery during the pandemic. Just wondering how -- what the consumer behavior has been post -- is it proving to be sticky? And just kind of zooming out, talking about grocery broadly, how the fresh store's performed?",3,1.613247179695335
"Sure, John. Let me start with your second question on advertising. So certainly, traffic has been a large driver of what we're seeing in the advertising space. But it discounts kind of the improvement that we're also seeing, relevancy and new products that the team is, has been rolling out, that the customers also enjoy. So I think the advertising team's done a great job of turning clicks into productive sales, and the advertising that results is valuable to us as well. We're using new deep learning models to show more relevant sponsored products. We continue to improve the relevancy of the ads being shown on the product detail pages. And we've seen rapid adoption of the video creative format for sponsored brands, among other things. So you're seeing a little bit more than just traffic. And again, very pleased with the performance of that team and of the receptiveness of our customers, our vendors, our authors and sellers to our advertising products. We think it's also very valuable for consumers as well, helping them find things more easily and discover new brands. On Q2 guidance, yes, I would say, we are projecting, again, continued strength across all of our segments. We -- I will remind you that Prime Day has been scheduled for later in Q2, and we'll have more on that as the quarter unfolds. So that's a consideration as well.",12.931034482758621,0.2881844380403458,0.9698275862068966,0.18620590281228266,AMZN_2021_Q1,8.620689655172415,0.0,115.0,"Great. Two questions. The 2Q revenue guide range was strong, despite the initial pandemic comps. Could you just discuss demand levels you're seeing on the e-commerce side, and just other kind of key drivers of strong expected revenue growth in the second quarter. And then on the advertising business, if you can just talk about some of the key drivers of the acceleration. I think it, it feels like it's maybe the third quarter in a row of acceleration. So what's kind of driving that? And how should we think about the trajectory for the business as we round through the year?",4,1.611289222583234
"Sure. Thanks, Brian, for your questions. There's always a lot of areas that we're working to improve upon. I think generally, the speed of innovation is very quick at Amazon, but we always want it to be quicker. And we always want it to be globally consistent, and we want to take the best practices from 1 country to make sure we're doing it the same way everywhere. I think currently on our list right now is that we are in the process of getting our 1-day shipment percentages back up to where they were pre-pandemic. We're there in Europe, and we're starting to see in Europe not only strong 1-day, but also more broad, same-day selection, so they tend to go hand-in-hand. In the U.S., we've made improvements or consistently getting better. I would say the end delivery is really a function of everything before it, and how well we can handle and process in a timely manner all the orders in North America. It's been challenged by the volumes, but it's also been challenged by the rapid expansion of space. But we're making progress nonetheless, and we hope to get that even higher in 2021. We're very excited about the adoption of our Prime benefits pretty much across the board, especially with the digital benefits. We are looking forward to some new content, even though we're very happy with the performance, the studios business and the content and awards that they were nominated for and were able to garner this year. We have some big things on the horizon, including Lord of the Rings, and we're very excited about getting that type of content to our Prime members quicker.",0.0,0.22051282051282053,0.9826388888888888,0.13760042735042735,AMZN_2021_Q1,3.4722222222222223,0.0,110.0,"Two questions. First on the AWS acceleration, was that at all related to transaction volumes coming back for maybe more cyclical sectors? And could 2Q see even more of that? And then secondly, I think in your release, you talked about 175 million Prime members watching video. It's about 7 of 8 users. So just wondering what you see is the effect on your retail business from that? Any updates you could provide on content spending. And how you think about Prime Video as a driver for overall Amazon.",5,1.5928239958310917
